feature_idx,feature_name,tree_importance,minimum_depth,used_in_tree,normalized_tree_importance,rank_tree_importance
33,maccs_bit_33,0.15498086935053207,0.0,True,0.15498086935053207,1
113,maccs_bit_113,0.12654594629750082,2.0,True,0.12654594629750082,2
140,maccs_bit_140,0.08773602983393902,6.0,True,0.08773602983393902,3
42,maccs_bit_42,0.07357884241252982,4.0,True,0.07357884241252982,4
104,maccs_bit_104,0.07184757553223498,2.0,True,0.07184757553223498,5
16,maccs_bit_16,0.06471709766338386,2.0,True,0.06471709766338386,6
114,maccs_bit_114,0.057284565892107994,7.0,True,0.057284565892107994,7
69,maccs_bit_69,0.052587231488955125,3.0,True,0.052587231488955125,8
85,maccs_bit_85,0.052484722265779694,5.0,True,0.052484722265779694,9
131,maccs_bit_131,0.04199771810093166,10.0,True,0.04199771810093166,10
128,maccs_bit_128,0.03767696366217425,6.0,True,0.03767696366217425,11
109,maccs_bit_109,0.031946058669836706,9.0,True,0.031946058669836706,12
86,maccs_bit_86,0.031162803845306765,1.0,True,0.031162803845306765,13
103,maccs_bit_103,0.02188792956082276,4.0,True,0.02188792956082276,14
115,maccs_bit_115,0.01928001753055595,4.0,True,0.01928001753055595,15
144,maccs_bit_144,0.01826851714256497,8.0,True,0.01826851714256497,16
138,maccs_bit_138,0.017480467785736083,5.0,True,0.017480467785736083,17
47,maccs_bit_47,0.009738376201658355,2.0,True,0.009738376201658355,18
110,maccs_bit_110,0.007960221897140641,1.0,True,0.007960221897140641,19
55,maccs_bit_55,0.007861495652471708,3.0,True,0.007861495652471708,20
118,maccs_bit_118,0.007431347279860733,5.0,True,0.007431347279860733,21
154,maccs_bit_154,0.0032844032604119376,3.0,True,0.0032844032604119376,22
82,maccs_bit_82,0.0022607986735641863,4.0,True,0.0022607986735641863,23
0,maccs_bit_0,0.0,,False,0.0,24
1,maccs_bit_1,0.0,,False,0.0,25
2,maccs_bit_2,0.0,,False,0.0,26
3,maccs_bit_3,0.0,,False,0.0,27
4,maccs_bit_4,0.0,,False,0.0,28
5,maccs_bit_5,0.0,,False,0.0,29
6,maccs_bit_6,0.0,,False,0.0,30
7,maccs_bit_7,0.0,,False,0.0,31
8,maccs_bit_8,0.0,,False,0.0,32
9,maccs_bit_9,0.0,,False,0.0,33
10,maccs_bit_10,0.0,,False,0.0,34
11,maccs_bit_11,0.0,,False,0.0,35
12,maccs_bit_12,0.0,,False,0.0,36
13,maccs_bit_13,0.0,,False,0.0,37
14,maccs_bit_14,0.0,,False,0.0,38
15,maccs_bit_15,0.0,,False,0.0,39
17,maccs_bit_17,0.0,,False,0.0,40
18,maccs_bit_18,0.0,,False,0.0,41
19,maccs_bit_19,0.0,,False,0.0,42
20,maccs_bit_20,0.0,,False,0.0,43
21,maccs_bit_21,0.0,,False,0.0,44
22,maccs_bit_22,0.0,,False,0.0,45
23,maccs_bit_23,0.0,,False,0.0,46
24,maccs_bit_24,0.0,,False,0.0,47
25,maccs_bit_25,0.0,,False,0.0,48
26,maccs_bit_26,0.0,,False,0.0,49
27,maccs_bit_27,0.0,,False,0.0,50
28,maccs_bit_28,0.0,,False,0.0,51
29,maccs_bit_29,0.0,,False,0.0,52
30,maccs_bit_30,0.0,,False,0.0,53
31,maccs_bit_31,0.0,,False,0.0,54
32,maccs_bit_32,0.0,,False,0.0,55
34,maccs_bit_34,0.0,,False,0.0,56
35,maccs_bit_35,0.0,,False,0.0,57
36,maccs_bit_36,0.0,,False,0.0,58
37,maccs_bit_37,0.0,,False,0.0,59
38,maccs_bit_38,0.0,,False,0.0,60
39,maccs_bit_39,0.0,,False,0.0,61
40,maccs_bit_40,0.0,,False,0.0,62
41,maccs_bit_41,0.0,,False,0.0,63
43,maccs_bit_43,0.0,,False,0.0,64
44,maccs_bit_44,0.0,,False,0.0,65
45,maccs_bit_45,0.0,,False,0.0,66
46,maccs_bit_46,0.0,,False,0.0,67
48,maccs_bit_48,0.0,,False,0.0,68
49,maccs_bit_49,0.0,,False,0.0,69
50,maccs_bit_50,0.0,,False,0.0,70
51,maccs_bit_51,0.0,,False,0.0,71
52,maccs_bit_52,0.0,,False,0.0,72
53,maccs_bit_53,0.0,,False,0.0,73
54,maccs_bit_54,0.0,,False,0.0,74
56,maccs_bit_56,0.0,,False,0.0,75
57,maccs_bit_57,0.0,,False,0.0,76
58,maccs_bit_58,0.0,,False,0.0,77
59,maccs_bit_59,0.0,,False,0.0,78
60,maccs_bit_60,0.0,,False,0.0,79
61,maccs_bit_61,0.0,,False,0.0,80
