feature_idx,feature_name,tree_importance,minimum_depth,used_in_tree,normalized_tree_importance,rank_tree_importance
100,maccs_bit_100,0.09978267885510503,1.0,True,0.099782678855105,1
125,maccs_bit_125,0.09637762177069596,1.0,True,0.09637762177069593,2
135,maccs_bit_135,0.09530651119027378,0.0,True,0.09530651119027375,3
134,maccs_bit_134,0.041862952500668266,2.0,True,0.04186295250066826,4
144,maccs_bit_144,0.03752750102598476,8.0,True,0.037527501025984754,5
88,maccs_bit_88,0.034993025356751625,7.0,True,0.03499302535675162,6
99,maccs_bit_99,0.03198942120941395,3.0,True,0.03198942120941394,7
155,maccs_bit_155,0.03104151005504591,5.0,True,0.031041510055045903,8
117,maccs_bit_117,0.030818109263813107,6.0,True,0.0308181092638131,9
103,maccs_bit_103,0.029765961354666956,8.0,True,0.02976596135466695,10
127,maccs_bit_127,0.028847075464533817,5.0,True,0.02884707546453381,11
154,maccs_bit_154,0.027662068976378244,5.0,True,0.027662068976378237,12
118,maccs_bit_118,0.024290591987024122,3.0,True,0.024290591987024115,13
137,maccs_bit_137,0.024263339676442834,4.0,True,0.024263339676442827,14
136,maccs_bit_136,0.021294461515074997,9.0,True,0.021294461515074994,15
104,maccs_bit_104,0.021247840266310887,4.0,True,0.021247840266310884,16
89,maccs_bit_89,0.01933936648522662,5.0,True,0.019339366485226616,17
153,maccs_bit_153,0.016403635778891118,3.0,True,0.016403635778891115,18
160,maccs_bit_160,0.01637417916316738,7.0,True,0.016374179163167378,19
101,maccs_bit_101,0.015655517379880694,2.0,True,0.01565551737988069,20
131,maccs_bit_131,0.015612889126642103,6.0,True,0.0156128891266421,21
139,maccs_bit_139,0.014472221677168861,7.0,True,0.014472221677168858,22
62,maccs_bit_62,0.014190170917526274,9.0,True,0.01419017091752627,23
34,maccs_bit_34,0.013534502959557122,6.0,True,0.013534502959557118,24
65,maccs_bit_65,0.012521261659834386,8.0,True,0.012521261659834382,25
28,maccs_bit_28,0.012313837928979762,4.0,True,0.012313837928979759,26
142,maccs_bit_142,0.011628264058071207,7.0,True,0.011628264058071205,27
119,maccs_bit_119,0.009268943864132314,4.0,True,0.009268943864132313,28
102,maccs_bit_102,0.009251834756245242,12.0,True,0.00925183475624524,29
69,maccs_bit_69,0.00866733241198983,5.0,True,0.008667332411989827,30
61,maccs_bit_61,0.008586738044672313,6.0,True,0.008586738044672311,31
78,maccs_bit_78,0.00841683386859441,4.0,True,0.008416833868594409,32
122,maccs_bit_122,0.008243666778627284,7.0,True,0.008243666778627283,33
124,maccs_bit_124,0.008151587452544351,9.0,True,0.00815158745254435,34
79,maccs_bit_79,0.007468802957412992,8.0,True,0.00746880295741299,35
116,maccs_bit_116,0.007406278458234729,7.0,True,0.007406278458234728,36
128,maccs_bit_128,0.007048902350418689,7.0,True,0.007048902350418687,37
59,maccs_bit_59,0.006525431073680155,5.0,True,0.006525431073680153,38
91,maccs_bit_91,0.006512382748977462,6.0,True,0.0065123827489774605,39
158,maccs_bit_158,0.006462082991765003,7.0,True,0.006462082991765001,40
67,maccs_bit_67,0.0060043610168605595,6.0,True,0.006004361016860558,41
37,maccs_bit_37,0.005813090483737483,10.0,True,0.005813090483737482,42
143,maccs_bit_143,0.005678326688942766,4.0,True,0.005678326688942765,43
25,maccs_bit_25,0.0053317496883878174,4.0,True,0.005331749688387817,44
80,maccs_bit_80,0.005166296644357462,2.0,True,0.005166296644357461,45
133,maccs_bit_133,0.005159083226520048,5.0,True,0.005159083226520047,46
130,maccs_bit_130,0.004591033080174161,11.0,True,0.00459103308017416,47
138,maccs_bit_138,0.0035501313297460644,3.0,True,0.0035501313297460636,48
66,maccs_bit_66,0.0034289049298331293,5.0,True,0.0034289049298331284,49
149,maccs_bit_149,0.003167451473671087,8.0,True,0.0031674514736710862,50
19,maccs_bit_19,0.0027956433927522743,6.0,True,0.002795643392752274,51
141,maccs_bit_141,0.002781591234769034,6.0,True,0.0027815912347690336,52
