feature_idx,feature_name,tree_importance,minimum_depth,used_in_tree,normalized_tree_importance,rank_tree_importance
80,ecfp4_bit_80,0.14302102516958382,0.0,True,0.14302102516958382,1
64,ecfp4_bit_64,0.11216883509433165,1.0,True,0.11216883509433165,2
956,ecfp4_bit_956,0.06206069863162401,2.0,True,0.06206069863162401,3
128,ecfp4_bit_128,0.05569399905355264,1.0,True,0.05569399905355264,4
577,ecfp4_bit_577,0.043710213021867485,6.0,True,0.043710213021867485,5
535,ecfp4_bit_535,0.042705876050940415,9.0,True,0.042705876050940415,6
904,ecfp4_bit_904,0.042212298547654445,4.0,True,0.042212298547654445,7
341,ecfp4_bit_341,0.028403520406914105,18.0,True,0.028403520406914105,8
721,ecfp4_bit_721,0.025026046435910332,7.0,True,0.025026046435910332,9
345,ecfp4_bit_345,0.02294873515858354,3.0,True,0.02294873515858354,10
54,ecfp4_bit_54,0.02096585170382003,14.0,True,0.02096585170382003,11
464,ecfp4_bit_464,0.019458208384580886,6.0,True,0.019458208384580886,12
512,ecfp4_bit_512,0.01585842905952124,7.0,True,0.01585842905952124,13
848,ecfp4_bit_848,0.01577785415276887,12.0,True,0.01577785415276887,14
434,ecfp4_bit_434,0.015678080901763782,4.0,True,0.015678080901763782,15
262,ecfp4_bit_262,0.015220160355081903,3.0,True,0.015220160355081903,16
959,ecfp4_bit_959,0.015102166914854085,18.0,True,0.015102166914854085,17
1005,ecfp4_bit_1005,0.01492749065424451,6.0,True,0.01492749065424451,18
713,ecfp4_bit_713,0.014100014194736098,5.0,True,0.014100014194736098,19
421,ecfp4_bit_421,0.013808965595025584,9.0,True,0.013808965595025584,20
388,ecfp4_bit_388,0.012589476991531545,2.0,True,0.012589476991531545,21
876,ecfp4_bit_876,0.01242673784321673,13.0,True,0.01242673784321673,22
833,ecfp4_bit_833,0.012318742403194976,12.0,True,0.012318742403194976,23
1019,ecfp4_bit_1019,0.011675772814632723,13.0,True,0.011675772814632723,24
629,ecfp4_bit_629,0.01122758082901183,7.0,True,0.01122758082901183,25
772,ecfp4_bit_772,0.011139106277874036,5.0,True,0.011139106277874036,26
711,ecfp4_bit_711,0.011039020871774906,4.0,True,0.011039020871774906,27
84,ecfp4_bit_84,0.01049014861688086,7.0,True,0.01049014861688086,28
766,ecfp4_bit_766,0.010126573038614818,5.0,True,0.010126573038614818,29
175,ecfp4_bit_175,0.009966388855184865,9.0,True,0.009966388855184865,30
272,ecfp4_bit_272,0.009838961419732332,2.0,True,0.009838961419732332,31
245,ecfp4_bit_245,0.00975348723209416,17.0,True,0.00975348723209416,32
744,ecfp4_bit_744,0.009052983355803606,3.0,True,0.009052983355803606,33
361,ecfp4_bit_361,0.008673796513644394,8.0,True,0.008673796513644394,34
294,ecfp4_bit_294,0.008387383351104947,19.0,True,0.008387383351104947,35
176,ecfp4_bit_176,0.007107240762792725,5.0,True,0.007107240762792725,36
169,ecfp4_bit_169,0.00658590320802022,5.0,True,0.00658590320802022,37
794,ecfp4_bit_794,0.006142765781638345,6.0,True,0.006142765781638345,38
325,ecfp4_bit_325,0.0058667200874307655,9.0,True,0.0058667200874307655,39
558,ecfp4_bit_558,0.005595587352795938,5.0,True,0.005595587352795938,40
785,ecfp4_bit_785,0.005352734201032789,10.0,True,0.005352734201032789,41
798,ecfp4_bit_798,0.005213949398964699,2.0,True,0.005213949398964699,42
62,ecfp4_bit_62,0.0045698296113811775,10.0,True,0.0045698296113811775,43
200,ecfp4_bit_200,0.004049527038211211,8.0,True,0.004049527038211211,44
583,ecfp4_bit_583,0.004029612205272922,6.0,True,0.004029612205272922,45
993,ecfp4_bit_993,0.0035929464121625646,10.0,True,0.0035929464121625646,46
486,ecfp4_bit_486,0.0033875775528697336,8.0,True,0.0033875775528697336,47
218,ecfp4_bit_218,0.0033761298053161942,10.0,True,0.0033761298053161942,48
626,ecfp4_bit_626,0.0032721107885297163,8.0,True,0.0032721107885297163,49
401,ecfp4_bit_401,0.0031923979030436147,3.0,True,0.0031923979030436147,50
680,ecfp4_bit_680,0.003157276465500143,7.0,True,0.003157276465500143,51
140,ecfp4_bit_140,0.0030090240010834245,4.0,True,0.0030090240010834245,52
405,ecfp4_bit_405,0.0029429803813928184,6.0,True,0.0029429803813928184,53
562,ecfp4_bit_562,0.0029158140438496527,12.0,True,0.0029158140438496527,54
984,ecfp4_bit_984,0.0024974707574951984,4.0,True,0.0024974707574951984,55
216,ecfp4_bit_216,0.002153055194929015,7.0,True,0.002153055194929015,56
923,ecfp4_bit_923,0.0020530447353336342,5.0,True,0.0020530447353336342,57
531,ecfp4_bit_531,0.0019389318014961506,6.0,True,0.0019389318014961506,58
708,ecfp4_bit_708,0.0018232800709161111,3.0,True,0.0018232800709161111,59
676,ecfp4_bit_676,0.0017082416794653417,4.0,True,0.0017082416794653417,60
667,ecfp4_bit_667,0.0013215330268817915,11.0,True,0.0013215330268817915,61
114,ecfp4_bit_114,0.0011431623617636788,15.0,True,0.0011431623617636788,62
852,ecfp4_bit_852,0.0007496795352344455,19.0,True,0.0007496795352344455,63
881,ecfp4_bit_881,0.0007098103760219647,11.0,True,0.0007098103760219647,64
446,ecfp4_bit_446,0.0006838633765778832,10.0,True,0.0006838633765778832,65
367,ecfp4_bit_367,0.0006522605137083603,10.0,True,0.0006522605137083603,66
384,ecfp4_bit_384,0.00046777456089833723,16.0,True,0.00046777456089833723,67
816,ecfp4_bit_816,0.0004514248615922406,4.0,True,0.0004514248615922406,68
383,ecfp4_bit_383,0.0003679086401186773,8.0,True,0.0003679086401186773,69
975,ecfp4_bit_975,0.00017315587921201784,12.0,True,0.00017315587921201784,70
533,ecfp4_bit_533,0.00016207798211070358,11.0,True,0.00016207798211070358,71
31,ecfp4_bit_31,2.856774329974216e-05,9.0,True,2.856774329974216e-05,72
0,ecfp4_bit_0,0.0,,False,0.0,73
1,ecfp4_bit_1,0.0,,False,0.0,74
2,ecfp4_bit_2,0.0,,False,0.0,75
3,ecfp4_bit_3,0.0,,False,0.0,76
4,ecfp4_bit_4,0.0,,False,0.0,77
5,ecfp4_bit_5,0.0,,False,0.0,78
