feature_idx,feature_name,tree_importance,minimum_depth,used_in_tree,normalized_tree_importance,rank_tree_importance,permutation_importance_mean,permutation_importance_std,permutation_scoring,permutation_eval_set,permutation_n_repeats,permutation_importance_rank
100,maccs_bit_100,0.033168839718749336,1.0,True,0.033168839718749336,6,0.021084460273748717,0.0016341072557840718,average_precision,test,10,1
113,maccs_bit_113,0.03147349073060668,4.0,True,0.03147349073060668,8,0.013265922673107467,0.006663401917007788,average_precision,test,10,2
104,maccs_bit_104,0.013106930499671031,5.0,True,0.013106930499671031,27,0.008235483797122389,0.005397632230269033,average_precision,test,10,3
86,maccs_bit_86,0.07338254555852058,1.0,True,0.07338254555852058,1,0.005220749842699668,0.0011912722278824416,average_precision,test,10,4
118,maccs_bit_118,0.038988411742184384,3.0,True,0.038988411742184384,5,0.004284952544225418,0.0016442006181758698,average_precision,test,10,5
160,maccs_bit_160,0.022092733885196055,8.0,True,0.022092733885196055,13,0.003381033693507618,0.001376358761903703,average_precision,test,10,6
64,maccs_bit_64,0.014701326602769148,4.0,True,0.014701326602769148,22,0.0033705643231215165,0.0021218099847741803,average_precision,test,10,7
43,maccs_bit_43,0.005317952290648875,3.0,True,0.005317952290648875,56,0.0032336544177644757,0.001550909683450725,average_precision,test,10,8
67,maccs_bit_67,0.01745454501621682,5.0,True,0.01745454501621682,18,0.00320174606089062,0.003271317428886105,average_precision,test,10,9
59,maccs_bit_59,0.005225952326554478,4.0,True,0.005225952326554478,57,0.0029800540635435803,0.002192698637498672,average_precision,test,10,10
159,maccs_bit_159,0.04011911541656031,6.0,True,0.04011911541656031,4,0.0023607568369520384,0.0027931421974913143,average_precision,test,10,11
83,maccs_bit_83,0.06300950541866081,0.0,True,0.06300950541866081,2,0.0018554522917801242,0.007724860557611933,average_precision,test,10,12
103,maccs_bit_103,0.007512177650792599,3.0,True,0.007512177650792599,45,0.0017443256390953011,0.002124411911009562,average_precision,test,10,13
42,maccs_bit_42,0.004976069994721326,8.0,True,0.004976069994721326,58,0.0016899263279578469,0.0009439119603240493,average_precision,test,10,14
141,maccs_bit_141,0.013249719320364464,3.0,True,0.013249719320364464,26,0.0016791569885309498,0.002053986324032844,average_precision,test,10,15
69,maccs_bit_69,0.012117056022774247,9.0,True,0.012117056022774247,32,0.0015069908404396148,0.00015109650241888387,average_precision,test,10,16
148,maccs_bit_148,0.012802485706424054,6.0,True,0.012802485706424054,29,0.0010609563387152577,0.0015528232458653663,average_precision,test,10,17
132,maccs_bit_132,0.009092881839527531,6.0,True,0.009092881839527531,39,0.0009936481257093676,0.0005762144259164381,average_precision,test,10,18
112,maccs_bit_112,0.012194123741343346,5.0,True,0.012194123741343346,31,0.0006683888036534968,0.00021470998292031523,average_precision,test,10,19
57,maccs_bit_57,0.023855044451771435,2.0,True,0.023855044451771435,12,0.0001502088735737983,0.004518447975712082,average_precision,test,10,20
91,maccs_bit_91,0.02752603316535474,9.0,True,0.02752603316535474,10,0.00013592504934788473,0.0003674489170734749,average_precision,test,10,21
145,maccs_bit_145,0.0029125656148220897,6.0,True,0.0029125656148220897,63,5.667927762711411e-05,0.0003659497026011008,average_precision,test,10,22
84,maccs_bit_84,0.0015588695553273974,7.0,True,0.0015588695553273974,68,2.9997320718622154e-06,0.00038418129234712653,average_precision,test,10,23
0,maccs_bit_0,0.0,,False,0.0,71,0.0,0.0,average_precision,test,10,24
1,maccs_bit_1,0.0,,False,0.0,72,0.0,0.0,average_precision,test,10,25
2,maccs_bit_2,0.0,,False,0.0,73,0.0,0.0,average_precision,test,10,26
3,maccs_bit_3,0.0,,False,0.0,74,0.0,0.0,average_precision,test,10,27
4,maccs_bit_4,0.0,,False,0.0,75,0.0,0.0,average_precision,test,10,28
5,maccs_bit_5,0.0,,False,0.0,76,0.0,0.0,average_precision,test,10,29
6,maccs_bit_6,0.0,,False,0.0,77,0.0,0.0,average_precision,test,10,30
7,maccs_bit_7,0.0,,False,0.0,78,0.0,0.0,average_precision,test,10,31
8,maccs_bit_8,0.0,,False,0.0,79,0.0,0.0,average_precision,test,10,32
9,maccs_bit_9,0.0,,False,0.0,80,0.0,0.0,average_precision,test,10,33
