mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_l1_ratio,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
5.280336618423462,0.28972363471984863,0.10283851623535156,0.03107476234436035,0.01,,0.0,"{'C': 0.01, 'class_weight': None, 'l1_ratio': 0.0}",0.43235336103701455,0.4458663233959404,0.4391098422164775,0.006756481179462925,8,0.5160258915870383,0.5167291287385287,0.5163775101627834,0.00035161857574522726
1.4926180839538574,0.08146500587463379,0.07299494743347168,0.004449367523193359,0.01,,1.0,"{'C': 0.01, 'class_weight': None, 'l1_ratio': 1.0}",0.04945825366475462,0.04933707292197858,0.0493976632933666,6.0590371388020287e-05,12,0.04933707292197858,0.04945825366475462,0.0493976632933666,6.0590371388020287e-05
1408.9752097129822,1.0319466590881348,0.08920419216156006,0.004225373268127441,0.01,balanced,0.0,"{'C': 0.01, 'class_weight': 'balanced', 'l1_ratio': 0.0}",0.46483780766174565,0.47258023050075054,0.46870901908124807,0.003871211419502446,5,0.6050374241931411,0.6169886956762944,0.6110130599347178,0.005975635741576668
3.773591160774231,0.019280314445495605,0.07402265071868896,0.0003491640090942383,0.01,balanced,1.0,"{'C': 0.01, 'class_weight': 'balanced', 'l1_ratio': 1.0}",0.29121426242365184,0.26698489382033785,0.2790995781219948,0.012114684301656992,11,0.28703064626468927,0.30136296937586,0.29419680782027463,0.00716616155558536
12.678251266479492,0.24825024604797363,0.09889531135559082,0.029301166534423828,0.1,,0.0,"{'C': 0.1, 'class_weight': None, 'l1_ratio': 0.0}",0.5178237076482105,0.5074230620903475,0.5126233848692789,0.00520032277893151,1,0.7507181961415786,0.745421417729459,0.7480698069355188,0.002648389206059809
11.013391733169556,1.139500379562378,0.08580255508422852,0.010634660720825195,0.1,,1.0,"{'C': 0.1, 'class_weight': None, 'l1_ratio': 1.0}",0.39420520887424343,0.3910691512452652,0.39263718005975434,0.0015680288144891141,10,0.4476255408158029,0.452458911687557,0.45004222625167994,0.0024166854358770307
1410.1724560260773,1.6287245750427246,0.08811616897583008,0.004247903823852539,0.1,balanced,0.0,"{'C': 0.1, 'class_weight': 'balanced', 'l1_ratio': 0.0}",0.49141140915622183,0.48471474112751683,0.4880630751418693,0.0033483340143524998,2,0.7734552746076953,0.7693331613073453,0.7713942179575203,0.002061056650174975
971.0430052280426,813.5667893886566,0.07825064659118652,0.014705896377563477,0.1,balanced,1.0,"{'C': 0.1, 'class_weight': 'balanced', 'l1_ratio': 1.0}",0.43115874623280814,0.42664308893133435,0.4289009175820713,0.0022578286507368983,9,0.5858997247443392,0.5807291342580757,0.5833144295012074,0.0025852952431317244
18.902159452438354,0.047713518142700195,0.10789048671722412,0.0021666288375854492,1.0,,0.0,"{'C': 1.0, 'class_weight': None, 'l1_ratio': 0.0}",0.48950380578744657,0.4839620101435882,0.4867329079655174,0.0027708978219291858,3,0.9608354494919474,0.9397830972758681,0.9503092733839078,0.010526176108039687
41.34077179431915,4.181540846824646,0.0782545804977417,0.0028191804885864258,1.0,,1.0,"{'C': 1.0, 'class_weight': None, 'l1_ratio': 1.0}",0.484952883879314,0.4862724807301449,0.4856126823047294,0.0006597984254154421,4,0.8702158635818266,0.8418362959143213,0.8560260797480739,0.014189783833752634
21.02312922477722,4.690896272659302,0.09415590763092041,0.021161437034606934,1.0,balanced,0.0,"{'C': 1.0, 'class_weight': 'balanced', 'l1_ratio': 0.0}",0.46563347818924206,0.46284458992725236,0.4642390340582472,0.0013944441309948485,6,0.9508816502252593,0.9342421731984244,0.9425619117118418,0.00831973851341744
36.88965964317322,6.407675743103027,0.08933520317077637,0.016388893127441406,1.0,balanced,1.0,"{'C': 1.0, 'class_weight': 'balanced', 'l1_ratio': 1.0}",0.44901556784243624,0.4400250105142065,0.44452028917832137,0.004495278664114866,7,0.9257248368229928,0.8987717792176569,0.9122483080203249,0.01347652880266792
