mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_l1_ratio,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
4.287189602851868,0.17919671535491943,0.06930840015411377,0.00015461444854736328,0.01,,0.0,"{'C': 0.01, 'class_weight': None, 'l1_ratio': 0.0}",0.3282247984490879,0.3464029074822097,0.3373138529656488,0.00908905451656089,7,0.4220787772186756,0.43153561645911465,0.4268071968388951,0.004728419620219526
1.3212047815322876,0.10551393032073975,0.06260418891906738,0.000873565673828125,0.01,,1.0,"{'C': 0.01, 'class_weight': None, 'l1_ratio': 1.0}",0.03823117114820951,0.03810859036451695,0.038169880756363225,6.129039184627968e-05,12,0.03810859036451695,0.03823117114820951,0.038169880756363225,6.129039184627968e-05
1256.437795162201,13.451982498168945,0.05894649028778076,0.0014671087265014648,0.01,balanced,0.0,"{'C': 0.01, 'class_weight': 'balanced', 'l1_ratio': 0.0}",0.33351606278859686,0.3811062484465689,0.35731115561758287,0.02379509282898601,5,0.5375723447634566,0.5607689350421511,0.5491706399028038,0.011598295139347237
4.238877177238464,0.42372047901153564,0.0676184892654419,0.0013238191604614258,0.01,balanced,1.0,"{'C': 0.01, 'class_weight': 'balanced', 'l1_ratio': 1.0}",0.25847129104079775,0.22481871427210928,0.2416450026564535,0.016826288384344232,11,0.2508561025743414,0.2639784967740599,0.25741729967420063,0.006561197099859251
8.3326416015625,0.7207252979278564,0.06691277027130127,0.00247800350189209,0.1,,0.0,"{'C': 0.1, 'class_weight': None, 'l1_ratio': 0.0}",0.4219443290609943,0.4289017581061978,0.42542304358359606,0.0034787145226017335,1,0.7161787522821619,0.7160092723980686,0.7160940123401152,8.473994204666324e-05
8.747535347938538,0.09391772747039795,0.06643295288085938,0.0009760856628417969,0.1,,1.0,"{'C': 0.1, 'class_weight': None, 'l1_ratio': 1.0}",0.3118920804770634,0.3041267721734791,0.3080094263252713,0.0038826541517921476,9,0.34458405552225263,0.37971299842163664,0.36214852697194466,0.017564471449692004
1249.1259545087814,5.290933728218079,0.05906987190246582,0.0003731250762939453,0.1,balanced,0.0,"{'C': 0.1, 'class_weight': 'balanced', 'l1_ratio': 0.0}",0.29959149026852167,0.38091596106176473,0.3402537256651432,0.04066223539662153,6,0.6822219014763555,0.767709716087414,0.7249658087818848,0.04274390730552924
1714.8220084905624,1.4181245565414429,0.057447195053100586,0.005191802978515625,0.1,balanced,1.0,"{'C': 0.1, 'class_weight': 'balanced', 'l1_ratio': 1.0}",0.2770330660677983,0.2709674623034522,0.2740002641856253,0.0030328018821730585,10,0.4862765073851682,0.5036926365510721,0.4949845719681202,0.008708064582951952
15.114569544792175,1.4496434926986694,0.060448646545410156,0.0032625198364257812,1.0,,0.0,"{'C': 1.0, 'class_weight': None, 'l1_ratio': 0.0}",0.40882049923079644,0.4091069271740984,0.4089637132024474,0.00014321397165098504,2,0.9662525398138333,0.9542767898551481,0.9602646648344907,0.005987874979342611
35.78679072856903,4.101294159889221,0.06233394145965576,0.0037153959274291992,1.0,,1.0,"{'C': 1.0, 'class_weight': None, 'l1_ratio': 1.0}",0.4070118848807623,0.3892227301721113,0.3981173075264368,0.0088945773543255,3,0.8475071865385744,0.8287982792959208,0.8381527329172476,0.009354453621326808
1258.0136650800705,14.840697646141052,0.058220744132995605,0.0011948347091674805,1.0,balanced,0.0,"{'C': 1.0, 'class_weight': 'balanced', 'l1_ratio': 0.0}",0.36350145392705835,0.37254578081102185,0.3680236173690401,0.0045221634419817525,4,0.9687742558652339,0.9232485425594055,0.9460113992123197,0.02276285665291422
1944.141627073288,34.85662865638733,0.05549275875091553,0.0001455545425415039,1.0,balanced,1.0,"{'C': 1.0, 'class_weight': 'balanced', 'l1_ratio': 1.0}",0.31412406729294345,0.31138316231059715,0.31275361480177033,0.001370452491173152,8,0.9436080340449746,0.8774584867987809,0.9105332604218778,0.033074773623096854
