feature_idx,feature_name,tree_importance,minimum_depth,used_in_tree,normalized_tree_importance,rank_tree_importance,model,model_short,fingerprint,protocol,fold,inner_pr_auc,inner_train_pr_auc,train_pr_auc,test_pr_auc,importance,raw_importance,abs_importance,rank,raw_weight,abs_weight,normalized_abs_importance,direction,rank_abs_weight,top_k
740,ecfp4_bit_740,0.3434528911405881,2.0,True,0.3434528911405881,1.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.11253571593178438,0.03236650246047632,0.1173,0.0395,0.3434528911405881,0.3434528911405881,0.3434528911405881,1,,,,,,10
563,ecfp4_bit_563,0.2773509977494405,1.0,True,0.2773509977494405,2.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.11253571593178438,0.03236650246047632,0.1173,0.0395,0.2773509977494405,0.2773509977494405,0.2773509977494405,2,,,,,,10
516,ecfp4_bit_516,0.1486387553578644,1.0,True,0.1486387553578644,3.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.11253571593178438,0.03236650246047632,0.1173,0.0395,0.1486387553578644,0.1486387553578644,0.1486387553578644,3,,,,,,10
80,ecfp4_bit_80,0.1477264118435878,0.0,True,0.1477264118435878,4.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.11253571593178438,0.03236650246047632,0.1173,0.0395,0.1477264118435878,0.1477264118435878,0.1477264118435878,4,,,,,,10
351,ecfp4_bit_351,0.0401006628326359,2.0,True,0.0401006628326359,5.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.11253571593178438,0.03236650246047632,0.1173,0.0395,0.0401006628326359,0.0401006628326359,0.0401006628326359,5,,,,,,10
656,ecfp4_bit_656,0.0290290115614654,2.0,True,0.0290290115614654,6.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.11253571593178438,0.03236650246047632,0.1173,0.0395,0.0290290115614654,0.0290290115614654,0.0290290115614654,6,,,,,,10
724,ecfp4_bit_724,0.0137012695144177,2.0,True,0.0137012695144177,7.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.11253571593178438,0.03236650246047632,0.1173,0.0395,0.0137012695144177,0.0137012695144177,0.0137012695144177,7,,,,,,10
0,ecfp4_bit_0,0.0,,False,0.0,8.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.11253571593178438,0.03236650246047632,0.1173,0.0395,0.0,0.0,0.0,8,,,,,,10
1,ecfp4_bit_1,0.0,,False,0.0,9.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.11253571593178438,0.03236650246047632,0.1173,0.0395,0.0,0.0,0.0,9,,,,,,10
2,ecfp4_bit_2,0.0,,False,0.0,10.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.11253571593178438,0.03236650246047632,0.1173,0.0395,0.0,0.0,0.0,10,,,,,,10
202,ecfp4_bit_202,0.1037554940592394,11.0,True,0.1037554940592394,1.0,Decision Tree,dt,ecfp4,OOD holdout,2,0.08738139107141737,0.09774640599544701,0.273,0.0748,0.1037554940592394,0.1037554940592394,0.1037554940592394,1,,,,,,10
348,ecfp4_bit_348,0.0962588326211596,5.0,True,0.0962588326211596,2.0,Decision Tree,dt,ecfp4,OOD holdout,2,0.08738139107141737,0.09774640599544701,0.273,0.0748,0.0962588326211596,0.0962588326211596,0.0962588326211596,2,,,,,,10
486,ecfp4_bit_486,0.0818074187874382,2.0,True,0.0818074187874382,3.0,Decision Tree,dt,ecfp4,OOD holdout,2,0.08738139107141737,0.09774640599544701,0.273,0.0748,0.0818074187874382,0.0818074187874382,0.0818074187874382,3,,,,,,10
875,ecfp4_bit_875,0.0648902143852798,0.0,True,0.0648902143852798,4.0,Decision Tree,dt,ecfp4,OOD holdout,2,0.08738139107141737,0.09774640599544701,0.273,0.0748,0.0648902143852798,0.0648902143852798,0.0648902143852798,4,,,,,,10
843,ecfp4_bit_843,0.0588762461601929,7.0,True,0.0588762461601929,5.0,Decision Tree,dt,ecfp4,OOD holdout,2,0.08738139107141737,0.09774640599544701,0.273,0.0748,0.0588762461601929,0.0588762461601929,0.0588762461601929,5,,,,,,10
192,ecfp4_bit_192,0.0532736390540392,1.0,True,0.0532736390540392,6.0,Decision Tree,dt,ecfp4,OOD holdout,2,0.08738139107141737,0.09774640599544701,0.273,0.0748,0.0532736390540392,0.0532736390540392,0.0532736390540392,6,,,,,,10
333,ecfp4_bit_333,0.0455224139041137,11.0,True,0.0455224139041137,7.0,Decision Tree,dt,ecfp4,OOD holdout,2,0.08738139107141737,0.09774640599544701,0.273,0.0748,0.0455224139041137,0.0455224139041137,0.0455224139041137,7,,,,,,10
465,ecfp4_bit_465,0.0438111031033113,4.0,True,0.0438111031033113,8.0,Decision Tree,dt,ecfp4,OOD holdout,2,0.08738139107141737,0.09774640599544701,0.273,0.0748,0.0438111031033113,0.0438111031033113,0.0438111031033113,8,,,,,,10
695,ecfp4_bit_695,0.0293186330970902,5.0,True,0.0293186330970902,9.0,Decision Tree,dt,ecfp4,OOD holdout,2,0.08738139107141737,0.09774640599544701,0.273,0.0748,0.0293186330970902,0.0293186330970902,0.0293186330970902,9,,,,,,10
