feature_idx,feature_name,feature_value,feature_weight,contribution,abs_contribution,direction,model,fingerprint,protocol,fold,model_short,smiles,category,true_label,pred_ood,pred_random
967,ecfp4_feature_967,1.0,0.44678975935935106,0.44678975935935106,0.44678975935935106,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
23,ecfp4_feature_23,1.0,0.3829160318161037,0.3829160318161037,0.3829160318161037,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
875,ecfp4_feature_875,1.0,0.34259619282480425,0.34259619282480425,0.34259619282480425,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
378,ecfp4_feature_378,1.0,-0.31284441751606296,-0.31284441751606296,0.31284441751606296,toward_inactive,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
80,ecfp4_feature_80,1.0,0.25944321646455415,0.25944321646455415,0.25944321646455415,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
904,ecfp4_feature_904,1.0,0.243523597254437,0.243523597254437,0.243523597254437,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
322,ecfp4_feature_322,1.0,-0.20525478085481227,-0.20525478085481227,0.20525478085481227,toward_inactive,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
831,ecfp4_feature_831,1.0,0.19592110106255758,0.19592110106255758,0.19592110106255758,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
705,ecfp4_feature_705,1.0,0.1547711754764438,0.1547711754764438,0.1547711754764438,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
90,ecfp4_feature_90,1.0,0.15012672531856186,0.15012672531856186,0.15012672531856186,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
356,ecfp4_feature_356,1.0,0.09871925653144614,0.09871925653144614,0.09871925653144614,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
492,ecfp4_feature_492,1.0,0.07051567364334443,0.07051567364334443,0.07051567364334443,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
849,ecfp4_feature_849,1.0,0.0694987192841752,0.0694987192841752,0.0694987192841752,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
935,ecfp4_feature_935,1.0,0.05420797134297568,0.05420797134297568,0.05420797134297568,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
650,ecfp4_feature_650,1.0,0.01596175938700963,0.01596175938700963,0.01596175938700963,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
308,ecfp4_feature_308,1.0,0.012477039655349317,0.012477039655349317,0.012477039655349317,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
0,ecfp4_feature_0,0.0,0.0,0.0,0.0,zero,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
1,ecfp4_feature_1,0.0,0.0,0.0,0.0,zero,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
2,ecfp4_feature_2,0.0,0.0,0.0,0.0,zero,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
3,ecfp4_feature_3,0.0,-0.17166953755953543,-0.0,0.0,zero,Logistic Regression,ecfp4,OOD holdout,1,lr,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,both_correct,0,0.0751233130062363,0.4292038118957817
58,ecfp4_feature_58,1.0,0.7756064854974004,0.7756064854974004,0.7756064854974004,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CC(=O)OCC1OC(c2c(OC(C)=O)cc(C)c3c(=O)cc(C(C(C)=O)=C(C)O)oc23)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,both_wrong,0,0.6239233647114868,0.8765651120530765
367,ecfp4_feature_367,1.0,0.6917256120642715,0.6917256120642715,0.6917256120642715,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CC(=O)OCC1OC(c2c(OC(C)=O)cc(C)c3c(=O)cc(C(C(C)=O)=C(C)O)oc23)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,both_wrong,0,0.6239233647114868,0.8765651120530765
783,ecfp4_feature_783,1.0,0.6565279283124076,0.6565279283124076,0.6565279283124076,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CC(=O)OCC1OC(c2c(OC(C)=O)cc(C)c3c(=O)cc(C(C(C)=O)=C(C)O)oc23)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,both_wrong,0,0.6239233647114868,0.8765651120530765
897,ecfp4_feature_897,1.0,0.40696844188997716,0.40696844188997716,0.40696844188997716,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CC(=O)OCC1OC(c2c(OC(C)=O)cc(C)c3c(=O)cc(C(C(C)=O)=C(C)O)oc23)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,both_wrong,0,0.6239233647114868,0.8765651120530765
624,ecfp4_feature_624,1.0,0.3946365809727388,0.3946365809727388,0.3946365809727388,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CC(=O)OCC1OC(c2c(OC(C)=O)cc(C)c3c(=O)cc(C(C(C)=O)=C(C)O)oc23)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,both_wrong,0,0.6239233647114868,0.8765651120530765
23,ecfp4_feature_23,1.0,0.3829160318161037,0.3829160318161037,0.3829160318161037,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CC(=O)OCC1OC(c2c(OC(C)=O)cc(C)c3c(=O)cc(C(C(C)=O)=C(C)O)oc23)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,both_wrong,0,0.6239233647114868,0.8765651120530765
675,ecfp4_feature_675,1.0,0.37587667287379434,0.37587667287379434,0.37587667287379434,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CC(=O)OCC1OC(c2c(OC(C)=O)cc(C)c3c(=O)cc(C(C(C)=O)=C(C)O)oc23)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,both_wrong,0,0.6239233647114868,0.8765651120530765
875,ecfp4_feature_875,1.0,0.34259619282480425,0.34259619282480425,0.34259619282480425,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,CC(=O)OCC1OC(c2c(OC(C)=O)cc(C)c3c(=O)cc(C(C(C)=O)=C(C)O)oc23)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,both_wrong,0,0.6239233647114868,0.8765651120530765
