mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
1.445832371711731,0.05581700801849365,0.06573963165283203,0.0021736621856689453,0.8,1.0,200,5,5,0.1,1.0,"{'subsample': 0.8, 'reg_lambda': 1.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.32566097483487244,0.35636896885541275,0.3410149718451426,0.015353997010270154,30,0.8672071553686096,0.8239028297377905,0.8455549925532,0.021652162815409548
0.674883246421814,0.13301026821136475,0.03243374824523926,0.0002872943878173828,1.0,5.0,100,1,3,0.05,0.8,"{'subsample': 1.0, 'reg_lambda': 5.0, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.3080376736950923,0.35012154426196124,0.3290796089785267,0.021041935283434482,38,0.45938977359659616,0.4040556417060065,0.43172270765130133,0.027667065945294833
0.6538206338882446,0.009996771812438965,0.03583836555480957,2.5510787963867188e-05,0.8,1.0,100,5,4,0.1,0.8,"{'subsample': 0.8, 'reg_lambda': 1.0, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.3375774617463161,0.366756760743442,0.35216711124487904,0.014589649498562951,3,0.6303525262020052,0.5734759296462982,0.6019142279241517,0.02843829827785349
1.5908056497573853,0.04822194576263428,0.05026376247406006,0.006291508674621582,0.8,5.0,200,1,4,0.03,0.8,"{'subsample': 0.8, 'reg_lambda': 5.0, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.03, 'colsample_bytree': 0.8}",0.3244962206740769,0.3642959478085429,0.3443960842413099,0.019899863567233,18,0.565357571646875,0.5101075486962181,0.5377325601715466,0.02762501147532842
1.6635079383850098,0.03287386894226074,0.0531693696975708,0.010143876075744629,0.8,1.0,300,1,4,0.1,1.0,"{'subsample': 0.8, 'reg_lambda': 1.0, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.3233936508996499,0.3507366192916474,0.3370651350956486,0.013671484195998757,34,0.9438419610122145,0.9125789545479757,0.9282104577800951,0.015631503232119426
1.8562967777252197,0.11894583702087402,0.053502798080444336,0.0018947124481201172,1.0,5.0,300,1,5,0.03,1.0,"{'subsample': 1.0, 'reg_lambda': 5.0, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.03, 'colsample_bytree': 1.0}",0.3320913038120942,0.3607128648845785,0.3464020843483363,0.014310780536242157,15,0.7043419476666888,0.6228818476019569,0.6636118976343228,0.04073005003236596
1.540456771850586,0.20626378059387207,0.07477903366088867,0.007932901382446289,0.8,5.0,200,1,5,0.1,1.0,"{'subsample': 0.8, 'reg_lambda': 5.0, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.3272652869030753,0.35706314079110973,0.3421642138470925,0.014898926944017205,24,0.9049752805387257,0.8755629244408116,0.8902691024897686,0.01470617804895702
1.7341843843460083,0.21206319332122803,0.06948459148406982,0.007923007011413574,0.8,5.0,300,1,3,0.1,0.8,"{'subsample': 0.8, 'reg_lambda': 5.0, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.3199977205551365,0.3598357745891171,0.33991674757212675,0.019919027016990304,32,0.7026691704644478,0.6493694066303898,0.6760192885474188,0.026649881917028995
0.7981492280960083,0.04795849323272705,0.047278523445129395,0.006154417991638184,1.0,5.0,100,1,5,0.1,0.8,"{'subsample': 1.0, 'reg_lambda': 5.0, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.32376524675281476,0.37436594449786603,0.3490655956253404,0.025300348872525635,8,0.7387764016727515,0.6720717641846482,0.7054240829286998,0.033352318744051646
1.1633198261260986,0.06693911552429199,0.04852735996246338,0.0008550882339477539,0.8,1.0,200,1,3,0.1,0.8,"{'subsample': 0.8, 'reg_lambda': 1.0, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.32232696899459096,0.3585079772493724,0.3404174731219817,0.018090504127390716,31,0.6901147037927152,0.6353269921761463,0.6627208479844308,0.027393855808284462
