mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
1.5402328968048096,0.04855513572692871,0.06461608409881592,0.0014373064041137695,0.8,1.0,200,5,5,0.1,1.0,"{'subsample': 0.8, 'reg_lambda': 1.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.5187197073594414,0.48691269616243404,0.5028162017609377,0.015903505598503676,4,0.8556177572475515,0.8647552404672992,0.8601864988574254,0.004568741609873861
0.5774601697921753,0.008059382438659668,0.027426719665527344,0.0022966861724853516,1.0,5.0,100,1,3,0.05,0.8,"{'subsample': 1.0, 'reg_lambda': 5.0, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.38995795164046027,0.36625308455620026,0.37810551809833026,0.011852433542130003,40,0.4643824731314232,0.47037066454753973,0.4673765688394815,0.002994095708058253
0.6494590044021606,0.006263375282287598,0.033559441566467285,0.001952052116394043,0.8,1.0,100,5,4,0.1,0.8,"{'subsample': 0.8, 'reg_lambda': 1.0, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.4684134692470944,0.43477135619319524,0.45159241272014483,0.016821056526949596,27,0.6471432540937596,0.6650670814045079,0.6561051677491337,0.008961913655374132
1.339931607246399,0.08400452136993408,0.05346179008483887,0.002215147018432617,0.8,5.0,200,1,4,0.03,0.8,"{'subsample': 0.8, 'reg_lambda': 5.0, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.03, 'colsample_bytree': 0.8}",0.45333992603710566,0.42375176342508586,0.43854584473109576,0.014794081306009899,30,0.5703455597180752,0.6019619536218694,0.5861537566699724,0.015808196951897113
1.7825534343719482,0.05858278274536133,0.06091594696044922,0.02167034149169922,0.8,1.0,300,1,4,0.1,1.0,"{'subsample': 0.8, 'reg_lambda': 1.0, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.5202048653356824,0.4896619538996036,0.504933409617643,0.015271455718039423,3,0.900490852944218,0.9082941807750597,0.904392516859639,0.00390166391542085
1.7773889303207397,0.012382149696350098,0.050614237785339355,0.00617372989654541,1.0,5.0,300,1,5,0.03,1.0,"{'subsample': 1.0, 'reg_lambda': 5.0, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.03, 'colsample_bytree': 1.0}",0.4925517035424669,0.45708141926608853,0.47481656140427775,0.01773514213818919,16,0.6943975839114624,0.725975191485556,0.7101863876985093,0.01578880378704678
1.4455745220184326,0.0642085075378418,0.06434106826782227,0.010799169540405273,0.8,5.0,200,1,5,0.1,1.0,"{'subsample': 0.8, 'reg_lambda': 5.0, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.5220170529586702,0.48950680750215936,0.5057619302304148,0.01625512272825541,2,0.8837546490973792,0.8913272101019385,0.8875409295996588,0.0037862805022796375
1.4317941665649414,0.023504257202148438,0.062059760093688965,0.007312655448913574,0.8,5.0,300,1,3,0.1,0.8,"{'subsample': 0.8, 'reg_lambda': 5.0, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.4943801260711236,0.4453035216402663,0.46984182385569495,0.02453830221542863,19,0.6984800301479303,0.7127804122284179,0.7056302211881741,0.007150191040243836
0.7487421035766602,0.04927349090576172,0.03903555870056152,0.0013687610626220703,1.0,5.0,100,1,5,0.1,0.8,"{'subsample': 1.0, 'reg_lambda': 5.0, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.5124218722944934,0.4678583699275233,0.49014012111100835,0.022281751183485077,11,0.7185081886006003,0.73431722000828,0.7264127043044402,0.007904515703839876
0.9957964420318604,0.01674199104309082,0.04610645771026611,0.0030938386917114258,0.8,1.0,200,1,3,0.1,0.8,"{'subsample': 0.8, 'reg_lambda': 1.0, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.49198016551707713,0.4450142323858748,0.46849719895147596,0.02348296656560117,21,0.6677298465214905,0.6914331052105944,0.6795814758660425,0.011851629344551973
