feature_idx,feature_name,feature_value,feature_weight,contribution,abs_contribution,direction,model,fingerprint,protocol,fold,model_short,smiles,category,true_label,pred_ood,pred_random
136,ecfp4_feature_136,1.0,0.38245458184953995,0.38245458184953995,0.38245458184953995,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,both_correct,True,0.5227058111846993,0.852462657968716
831,ecfp4_feature_831,1.0,0.34488896406553965,0.34488896406553965,0.34488896406553965,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,both_correct,True,0.5227058111846993,0.852462657968716
333,ecfp4_feature_333,1.0,0.3402932803516987,0.3402932803516987,0.3402932803516987,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,both_correct,True,0.5227058111846993,0.852462657968716
175,ecfp4_feature_175,1.0,0.305350324596906,0.305350324596906,0.305350324596906,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,both_correct,True,0.5227058111846993,0.852462657968716
726,ecfp4_feature_726,1.0,0.2445768631240567,0.2445768631240567,0.2445768631240567,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,both_correct,True,0.5227058111846993,0.852462657968716
924,ecfp4_feature_924,1.0,-0.20068952673954207,-0.20068952673954207,0.20068952673954207,toward_inactive,Logistic Regression,ecfp4,OOD holdout,1,lr,O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,both_correct,True,0.5227058111846993,0.852462657968716
549,ecfp4_feature_549,1.0,0.19286864465825884,0.19286864465825884,0.19286864465825884,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,both_correct,True,0.5227058111846993,0.852462657968716
736,ecfp4_feature_736,1.0,0.18464851293988752,0.18464851293988752,0.18464851293988752,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,both_correct,True,0.5227058111846993,0.852462657968716
544,ecfp4_feature_544,1.0,0.16640266862242306,0.16640266862242306,0.16640266862242306,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,both_correct,True,0.5227058111846993,0.852462657968716
511,ecfp4_feature_511,1.0,0.14540113707892738,0.14540113707892738,0.14540113707892738,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,both_correct,True,0.5227058111846993,0.852462657968716
205,ecfp4_feature_205,1.0,-0.14472460814643623,-0.14472460814643623,0.14472460814643623,toward_inactive,Logistic Regression,ecfp4,OOD holdout,1,lr,O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,both_correct,True,0.5227058111846993,0.852462657968716
4,ecfp4_feature_4,1.0,-0.14364641557018942,-0.14364641557018942,0.14364641557018942,toward_inactive,Logistic Regression,ecfp4,OOD holdout,1,lr,O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,both_correct,True,0.5227058111846993,0.852462657968716
715,ecfp4_feature_715,1.0,0.13929829189070592,0.13929829189070592,0.13929829189070592,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,both_correct,True,0.5227058111846993,0.852462657968716
173,ecfp4_feature_173,1.0,-0.13581954319458017,-0.13581954319458017,0.13581954319458017,toward_inactive,Logistic Regression,ecfp4,OOD holdout,1,lr,O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,both_correct,True,0.5227058111846993,0.852462657968716
352,ecfp4_feature_352,1.0,-0.1292833825988966,-0.1292833825988966,0.1292833825988966,toward_inactive,Logistic Regression,ecfp4,OOD holdout,1,lr,O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,both_correct,True,0.5227058111846993,0.852462657968716
64,ecfp4_feature_64,1.0,0.12845631099817498,0.12845631099817498,0.12845631099817498,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,both_correct,True,0.5227058111846993,0.852462657968716
314,ecfp4_feature_314,1.0,0.12235190490248023,0.12235190490248023,0.12235190490248023,toward_active,Logistic Regression,ecfp4,OOD holdout,1,lr,O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,both_correct,True,0.5227058111846993,0.852462657968716
