model,model_short,fingerprint,protocol,fold,n_features,n_nonzero,mean_importance,max_importance,cumulative_top_10,cumulative_top_20,cumulative_top_50,min_depth_mean,min_depth_std,min_depth_min,min_depth_max
Decision Tree,dt,ecfp4,OOD holdout,1,1024,90,0.0009765624999999956,0.0535554502531974,0.2838885160346863,0.4514392193197225,0.798769672237775,10.033333333333333,4.543052480733261,0.0,19.0
Decision Tree,dt,ecfp4,OOD holdout,2,1024,60,0.0009765624999999971,0.0896113986086717,0.3967493107733366,0.6198723742275123,0.9614043610172066,5.95,3.2281862462810236,0.0,14.0
Decision Tree,dt,ecfp4,OOD holdout,3,1024,56,0.0009765624999999977,0.0834275971459996,0.40021152190028697,0.6121920924682598,0.9568253042841762,6.285714285714286,3.3505184712181526,0.0,14.0
Decision Tree,dt,ecfp4,Random shuffle,1,1024,90,0.0009765624999999958,0.0664722292454651,0.35038989294422906,0.5272609503606125,0.8633295627333922,8.033333333333333,3.7669467265212866,0.0,14.0
Decision Tree,dt,ecfp4,Random shuffle,2,1024,148,0.0009765624999999932,0.0728610391315025,0.2678486047495736,0.3919458384812226,0.6400617375458351,8.315436241610739,3.3492380099951973,0.0,14.0
Decision Tree,dt,ecfp4,Random shuffle,3,1024,74,0.0009765624999999966,0.0601313585656237,0.2877855430082421,0.44903616084530257,0.8094716134514982,7.162162162162162,3.380147630021574,0.0,14.0
Decision Tree,dt,maccs,OOD holdout,1,167,17,0.005988023952095804,0.2270409166869422,0.8565446065252289,0.9999999999999992,0.9999999999999993,2.764705882352941,1.251469724199605,0.0,4.0
Decision Tree,dt,maccs,OOD holdout,2,167,26,0.005988023952095799,0.2600656449389864,0.782679003104559,0.9775602303189304,0.9999999999999984,3.0,1.131370849898476,0.0,4.0
Decision Tree,dt,maccs,OOD holdout,3,167,67,0.005988023952095792,0.1210293784866563,0.5348752756167664,0.7568329432628902,0.9844775367971308,5.552238805970149,2.2981124144350233,0.0,9.0
Decision Tree,dt,maccs,Random shuffle,1,167,65,0.005988023952095786,0.1210359753089721,0.5626915969432532,0.7461534058067045,0.9743449175316657,5.369230769230769,2.226047722205987,0.0,9.0
Decision Tree,dt,maccs,Random shuffle,2,167,75,0.0059880239520957845,0.1229459634940373,0.42532422527655367,0.6071467196657194,0.9293001785402526,6.573333333333333,2.84829647206761,0.0,12.0
Decision Tree,dt,maccs,Random shuffle,3,167,56,0.005988023952095792,0.099782678855105,0.5294652925824189,0.7448433692753491,0.9890177639226527,5.625,2.5481722504928546,0.0,12.0
Logistic Regression,lr,ecfp4,OOD holdout,1,1024,1024,0.0009765624999999535,0.0059360982985622,0.0509437172594659,0.0903322181879805,0.1834085920157799,,,,
Logistic Regression,lr,ecfp4,OOD holdout,2,1024,131,0.0009765624999999941,0.0287620866042533,0.22667246728903803,0.382779925632981,0.7024681854238866,,,,
Logistic Regression,lr,ecfp4,OOD holdout,3,1024,426,0.0009765624999999798,0.009775044714964,0.0829858931519718,0.15006701296515002,0.3061378230979654,,,,
Logistic Regression,lr,ecfp4,Random shuffle,1,1024,1024,0.000976562499999954,0.0051074807504951,0.04166985678900031,0.07654930596855879,0.162866597845323,,,,
Logistic Regression,lr,ecfp4,Random shuffle,2,1024,1024,0.0009765624999999527,0.0071050488067815,0.0515707528097648,0.09144395400761358,0.1839546611378234,,,,
Logistic Regression,lr,ecfp4,Random shuffle,3,1024,224,0.0009765624999999889,0.0228921313316021,0.15627012105839702,0.2644642217005412,0.5007059456884522,,,,
Logistic Regression,lr,maccs,OOD holdout,1,167,77,0.005988023952095786,0.0722997415734389,0.3946955989267708,0.6069589359592339,0.9224719150598356,,,,
Logistic Regression,lr,maccs,OOD holdout,2,167,141,0.005988023952095769,0.0310507409432691,0.2256933521883563,0.3865455522689336,0.7228244492979333,,,,
Logistic Regression,lr,maccs,OOD holdout,3,167,146,0.005988023952095765,0.0349393675229,0.2091120022876043,0.35881551978047127,0.6658453464617549,,,,
Logistic Regression,lr,maccs,Random shuffle,1,167,147,0.005988023952095766,0.0404729937078674,0.2605296332665821,0.41548031236406335,0.7273902403760094,,,,
Logistic Regression,lr,maccs,Random shuffle,2,167,45,0.005988023952095795,0.097029348032418,0.5293159026002148,0.763977580647912,0.9999999999999978,,,,
Logistic Regression,lr,maccs,Random shuffle,3,167,146,0.005988023952095763,0.0298836413619653,0.2092878873477741,0.35580161686885653,0.6804635591729253,,,,
Logistic Regression,lr,rdkit_desc,OOD holdout,1,217,120,0.00460829493087555,0.0342073072108891,0.2422065338677889,0.3988408030039552,0.7248589663377973,,,,
Logistic Regression,lr,rdkit_desc,OOD holdout,2,217,111,0.004608294930875548,0.0315472760342315,0.2335641973329587,0.4185456377016152,0.7863511824824543,,,,
Logistic Regression,lr,rdkit_desc,OOD holdout,3,217,197,0.004608294930875533,0.0209723314024856,0.1685773281961438,0.2928004194131934,0.5689984373552949,,,,
Logistic Regression,lr,rdkit_desc,Random shuffle,1,217,143,0.004608294930875545,0.0360768694429504,0.24461189895122082,0.3805023501081054,0.6629061044438976,,,,
Logistic Regression,lr,rdkit_desc,Random shuffle,2,217,200,0.004608294930875533,0.0194337938540151,0.16162177867239516,0.2883179809475755,0.5615120729086007,,,,
Logistic Regression,lr,rdkit_desc,Random shuffle,3,217,197,0.004608294930875531,0.0208988745045919,0.16406161407362752,0.2713855995022022,0.5087048503855749,,,,
SVM linear,svm,ecfp4,OOD holdout,1,1024,1024,0.0009765624999999549,0.0062675248709612,0.0527575292661156,0.092884500754411,0.18752055662154887,,,,
SVM linear,svm,ecfp4,OOD holdout,2,1024,1024,0.0009765624999999537,0.0103434235117995,0.06592274043098331,0.1110542753679994,0.21514395865749808,,,,
