feature_idx,feature_name,tree_importance,minimum_depth,used_in_tree,normalized_tree_importance,rank_tree_importance
86,maccs_bit_86,0.07834046365200369,1.0,True,0.0783404636520037,1
147,maccs_bit_147,0.050057131007183536,1.0,True,0.05005713100718354,2
83,maccs_bit_83,0.041930561726715235,0.0,True,0.04193056172671524,3
62,maccs_bit_62,0.03830039974521477,3.0,True,0.03830039974521478,4
54,maccs_bit_54,0.026523810523492106,8.0,True,0.02652381052349211,5
19,maccs_bit_19,0.02490177073060781,8.0,True,0.024901770730607814,6
92,maccs_bit_92,0.023527732423689954,2.0,True,0.023527732423689957,7
155,maccs_bit_155,0.0227325545144619,3.0,True,0.022732554514461902,8
58,maccs_bit_58,0.022605176666247933,2.0,True,0.022605176666247936,9
101,maccs_bit_101,0.021742979541538494,10.0,True,0.021742979541538497,10
75,maccs_bit_75,0.02030247478283216,5.0,True,0.020302474782832165,11
