feature_idx,feature_name,tree_importance,minimum_depth,used_in_tree,normalized_tree_importance,rank_tree_importance
875,ecfp4_bit_875,0.165257250782129,0.0,True,0.16525725078212902,1
836,ecfp4_bit_836,0.10245169611159304,3.0,True,0.10245169611159305,2
443,ecfp4_bit_443,0.09346072371229885,1.0,True,0.09346072371229887,3
881,ecfp4_bit_881,0.021626484097404693,4.0,True,0.021626484097404697,4
780,ecfp4_bit_780,0.018147175913079613,2.0,True,0.018147175913079617,5
905,ecfp4_bit_905,0.018050348393577505,8.0,True,0.018050348393577508,6
569,ecfp4_bit_569,0.017687996969134676,1.0,True,0.01768799696913468,7
53,ecfp4_bit_53,0.016691029560920265,9.0,True,0.016691029560920268,8
331,ecfp4_bit_331,0.016449588045683906,8.0,True,0.01644958804568391,9
783,ecfp4_bit_783,0.01604279761789078,5.0,True,0.016042797617890785,10
816,ecfp4_bit_816,0.0156732818841299,6.0,True,0.015673281884129902,11
763,ecfp4_bit_763,0.014643885462268958,6.0,True,0.01464388546226896,12
350,ecfp4_bit_350,0.014574327780325507,2.0,True,0.014574327780325509,13
771,ecfp4_bit_771,0.013856779679156167,11.0,True,0.013856779679156168,14
229,ecfp4_bit_229,0.012608724762678939,8.0,True,0.01260872476267894,15
807,ecfp4_bit_807,0.012572119076116276,9.0,True,0.012572119076116278,16
354,ecfp4_bit_354,0.011767257669449926,9.0,True,0.011767257669449928,17
847,ecfp4_bit_847,0.011712592535659084,10.0,True,0.011712592535659086,18
916,ecfp4_bit_916,0.011582289843722534,6.0,True,0.011582289843722535,19
121,ecfp4_bit_121,0.011316522720433542,9.0,True,0.011316522720433543,20
301,ecfp4_bit_301,0.011243566867714591,3.0,True,0.011243566867714593,21
700,ecfp4_bit_700,0.010537821787400361,11.0,True,0.010537821787400363,22
982,ecfp4_bit_982,0.010524251199206587,7.0,True,0.010524251199206589,23
287,ecfp4_bit_287,0.010492222484841784,3.0,True,0.010492222484841785,24
