mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
48.18975508213043,2.2129522562026978,44.77577459812164,1.0567153692245483,0.001,,"{'C': 0.001, 'class_weight': None}",0.30515702818646695,0.3345130873174914,0.3198350577519792,0.01467802956551223,6,0.5618494506273723,0.6504689261397035,0.606159188383538,0.04430973775616559
266.32930171489716,3.095906138420105,182.79840779304504,5.494624853134155,0.001,balanced,"{'C': 0.001, 'class_weight': 'balanced'}",0.30694664559735224,0.37834253448095373,0.342644590039153,0.035697944441800744,1,0.4444753585181539,0.40105063097987725,0.4227629947490156,0.02171236376913832
39.85861933231354,0.8366893529891968,34.94833314418793,2.224070191383362,0.005,,"{'C': 0.005, 'class_weight': None}",0.30514444713449623,0.3351870318524992,0.3201657394934977,0.015021292359001487,5,0.5611051193283737,0.6529999833506726,0.6070525513395231,0.045947432011149425
222.5862009525299,2.5619406700134277,147.68758475780487,2.2916284799575806,0.005,balanced,"{'C': 0.005, 'class_weight': 'balanced'}",0.297864962433372,0.3350221401651484,0.3164435512992602,0.0185785888658882,7,0.568246450372358,0.5637967665305614,0.5660216084514598,0.0022248419208982795
48.54576337337494,3.2242034673690796,42.72736668586731,4.238867521286011,0.01,,"{'C': 0.01, 'class_weight': None}",0.30518966571290895,0.3351937553480981,0.32019171053050355,0.015002044817594568,3,0.566313064748084,0.6532531414098033,0.6097831030789436,0.04347003833085966
171.3124920129776,19.660510897636414,119.46581637859344,8.326947569847107,0.01,balanced,"{'C': 0.01, 'class_weight': 'balanced'}",0.2918858923317191,0.31729387707906587,0.3045898847053925,0.012703992373673395,8,0.6395798058564255,0.6090140167529302,0.6242969113046779,0.015282894551747639
45.90186643600464,1.3779306411743164,38.41790020465851,0.38226187229156494,0.05,,"{'C': 0.05, 'class_weight': None}",0.31494819002195146,0.3372260561680459,0.32608712309499865,0.011138933073047225,2,0.7686082976376435,0.7781689213345588,0.7733886094861011,0.0047803118484576745
98.592169880867,9.493245482444763,80.13448309898376,10.376606225967407,0.05,balanced,"{'C': 0.05, 'class_weight': 'balanced'}",0.2774774215011504,0.29773073564021973,0.28760407857068504,0.010126657069534667,9,0.7463066555691527,0.7369176764575927,0.7416121660133727,0.0046944895557800015
55.64801573753357,5.408962965011597,44.69644117355347,4.983201026916504,0.1,,"{'C': 0.1, 'class_weight': None}",0.31121752092668026,0.3291491499468314,0.3201833354367558,0.008965814510075582,4,0.8423450586554503,0.8395356712485277,0.840940364951989,0.0014046937034613016
94.17849147319794,1.2306917905807495,72.91835117340088,0.10824775695800781,0.1,balanced,"{'C': 0.1, 'class_weight': 'balanced'}",0.27022404517461984,0.28722441018279593,0.27872422767870786,0.008500182504088044,10,0.7950473287170555,0.8148799785301916,0.8049636536236235,0.00991632490656802
64.0765210390091,0.6326407194137573,53.66265022754669,0.06830298900604248,0.5,,"{'C': 0.5, 'class_weight': None}",0.22931887210061772,0.25133498623123873,0.24032692916592824,0.011008057065310509,11,0.9824468090628197,0.978067503635281,0.9802571563490503,0.002189652713769308
61.18548917770386,5.809970378875732,51.519286155700684,7.1658947467803955,0.5,balanced,"{'C': 0.5, 'class_weight': 'balanced'}",0.20811105818330822,0.24456797603218058,0.22633951710774441,0.018228458924436183,12,0.9196033191093683,0.9333458437055637,0.926474581407466,0.006871262298097702
54.22187101840973,0.022801518440246582,43.26951885223389,1.2191851139068604,1.0,,"{'C': 1.0, 'class_weight': None}",0.19673433965009357,0.22068889198643055,0.20871161581826206,0.011977276168168488,14,0.9928904238114572,0.9852738482306094,0.9890821360210333,0.0038082877904239143
58.47520911693573,4.964956641197205,48.047067284584045,4.269720196723938,1.0,balanced,"{'C': 1.0, 'class_weight': 'balanced'}",0.1926134061676908,0.22831105726176595,0.2104622317147284,0.01784882554703758,13,0.9719892704275054,0.960230905690891,0.9661100880591982,0.005879182368307201
