mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__class_weight,param_model__l1_ratio,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
2.232128381729126,0.0027866363525390625,0.013569831848144531,0.0013933181762695312,0.01,,0.0,"{'model__C': 0.01, 'model__class_weight': None, 'model__l1_ratio': 0.0}",0.3136204807985268,0.3651348778754531,0.3393776793369899,0.025757198538463172,1,0.4516039193608491,0.3819425838840233,0.41677325162243617,0.034830667738412896
2.2195135354995728,0.10223758220672607,0.013338327407836914,0.0012090206146240234,0.01,,1.0,"{'model__C': 0.01, 'model__class_weight': None, 'model__l1_ratio': 1.0}",0.2614006143811753,0.3335490836680966,0.29747484902463595,0.036074234643460656,12,0.3484213249700911,0.26075279391640255,0.3045870594432468,0.043834265526844274
1.767376184463501,0.0007827281951904297,0.014519929885864258,0.000835418701171875,0.01,balanced,0.0,"{'model__C': 0.01, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.0}",0.30065391463658614,0.3366183357388155,0.3186361251877008,0.01798221055111468,6,0.4349110107284638,0.35402100722108576,0.3944660089747748,0.04044500175368901
1.5574678182601929,0.2238255739212036,0.01976191997528076,0.0003877878189086914,0.01,balanced,1.0,"{'model__C': 0.01, 'model__class_weight': 'balanced', 'model__l1_ratio': 1.0}",0.2992327962982047,0.3158396255599532,0.30753621092907896,0.00830341463087425,10,0.4007151953039046,0.3094267833280559,0.35507098931598025,0.04564420598792435
4.036449313163757,0.02110874652862549,0.01744997501373291,0.0008448362350463867,0.1,,0.0,"{'model__C': 0.1, 'model__class_weight': None, 'model__l1_ratio': 0.0}",0.3148912689992855,0.36053548174493205,0.33771337537210877,0.02282210637282328,2,0.4785128795001137,0.40811759059851754,0.4433152350493156,0.035197644450798066
4.2508158683776855,0.6510024070739746,0.01902914047241211,0.0022199153900146484,0.1,,1.0,"{'model__C': 0.1, 'model__class_weight': None, 'model__l1_ratio': 1.0}",0.3148833133062191,0.35242781122473416,0.33365556226547666,0.018772248959257526,5,0.4389875014797633,0.3645510179100957,0.4017692596949295,0.037218241784833794
3.669281840324402,0.7366753816604614,0.018340706825256348,0.0033544301986694336,0.1,balanced,0.0,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.0}",0.28868162963079386,0.33476239783958306,0.3117220137351885,0.0230403841043946,8,0.42240973995297265,0.35346415687830085,0.38793694841563675,0.0344727915373359
4.440937876701355,0.5589145421981812,0.0216599702835083,0.0011490583419799805,0.1,balanced,1.0,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__l1_ratio': 1.0}",0.2946250056947562,0.3374588944495634,0.3160419500721598,0.0214169443774036,7,0.4297337140744199,0.35634288145989307,0.3930382977671565,0.03669541630726342
4.432842135429382,0.030123591423034668,0.014580845832824707,0.003123641014099121,1.0,,0.0,"{'model__C': 1.0, 'model__class_weight': None, 'model__l1_ratio': 0.0}",0.31311361827449424,0.36020213927525113,0.3366578787748727,0.023544260500378444,3,0.4847532299638266,0.4130224026114948,0.4488878162876607,0.035865413676165886
5.763213634490967,0.15225744247436523,0.013682126998901367,0.003120899200439453,1.0,,1.0,"{'model__C': 1.0, 'model__class_weight': None, 'model__l1_ratio': 1.0}",0.31511222847227127,0.3579919149739841,0.3365520717231277,0.021439843250856405,4,0.48064785429352486,0.4097812283781986,0.4452145413358617,0.03543331295766314
4.1155983209609985,0.8444606065750122,0.014492988586425781,0.0035550594329833984,1.0,balanced,0.0,"{'model__C': 1.0, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.0}",0.2823573583491291,0.3309853922487037,0.3066713752989164,0.024314016949787298,11,0.4160563235609848,0.35134794375546097,0.3837021336582229,0.032354189902761926
5.847509980201721,1.3565419912338257,0.013022422790527344,0.001369476318359375,1.0,balanced,1.0,"{'model__C': 1.0, 'model__class_weight': 'balanced', 'model__l1_ratio': 1.0}",0.28466018478458616,0.33221310694515394,0.3084366458648701,0.02377646108028389,9,0.418231040555113,0.3528719744809877,0.38555150751805034,0.03267953303706264
