mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__class_weight,param_model__l1_ratio,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
1.5502742528915405,0.030101656913757324,0.011635899543762207,0.0002416372299194336,0.01,,0.0,"{'model__C': 0.01, 'model__class_weight': None, 'model__l1_ratio': 0.0}",0.42603370765388865,0.4001431348045078,0.4130884212291982,0.012945286424690422,4,0.44861517011865076,0.462979885860085,0.4557975279893679,0.00718235787071711
2.4571110010147095,0.2310243844985962,0.012357115745544434,0.0001863241195678711,0.01,,1.0,"{'model__C': 0.01, 'model__class_weight': None, 'model__l1_ratio': 1.0}",0.32314420511415465,0.3109913955625285,0.3170678003383416,0.00607640477581306,12,0.3160720661641116,0.33029945811898065,0.32318576214154615,0.007113695977434525
1.5923982858657837,0.052172303199768066,0.012022852897644043,9.572505950927734e-05,0.01,balanced,0.0,"{'model__C': 0.01, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.0}",0.4301089436936125,0.35011853416384053,0.39011373892872653,0.039995204764885994,6,0.4299898846021478,0.4249378140392131,0.4274638493206805,0.0025260352814673592
1.9046759605407715,0.23417425155639648,0.013929247856140137,0.0001703500747680664,0.01,balanced,1.0,"{'model__C': 0.01, 'model__class_weight': 'balanced', 'model__l1_ratio': 1.0}",0.3766812413534491,0.3322923429764175,0.3544867921649333,0.022194449188515788,11,0.3695873056000772,0.3767912083839568,0.373189256992017,0.003601951391939806
3.5343974828720093,0.21390092372894287,0.01791536808013916,0.0031262636184692383,0.1,,0.0,"{'model__C': 0.1, 'model__class_weight': None, 'model__l1_ratio': 0.0}",0.44602334130692073,0.4061110582097245,0.42606719975832263,0.019956141548598122,2,0.47719395367672024,0.5064225326283807,0.49180824315255045,0.014614289475830211
4.660296440124512,0.31011271476745605,0.013489246368408203,0.0009238719940185547,0.1,,1.0,"{'model__C': 0.1, 'model__class_weight': None, 'model__l1_ratio': 1.0}",0.4242045105114531,0.39849824830382463,0.4113513794076389,0.012853131103814225,5,0.4403829591852818,0.4677914334026443,0.45408719629396305,0.013704237108681239
4.158360004425049,0.5884904861450195,0.020489931106567383,0.0013246536254882812,0.1,balanced,0.0,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.0}",0.4319808168466259,0.3361486691301452,0.38406474298838555,0.04791607385824037,8,0.42287122564756735,0.4213737843893232,0.4221225050184453,0.0007487206291220683
4.634421944618225,0.5472904443740845,0.020256757736206055,0.00025773048400878906,0.1,balanced,1.0,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__l1_ratio': 1.0}",0.42935917953807196,0.34421239211109267,0.38678578582458234,0.04257339371348964,7,0.42702553395447446,0.42483448140172897,0.42593000767810174,0.0010955262763727436
4.080106735229492,0.18465423583984375,0.01829230785369873,0.003941893577575684,1.0,,0.0,"{'model__C': 1.0, 'model__class_weight': None, 'model__l1_ratio': 0.0}",0.449316076877227,0.40417859112863985,0.4267473340029334,0.022568742874293585,1,0.4816215036100839,0.5152835059791798,0.4984525047946319,0.016831001184547972
5.582324266433716,0.3833303451538086,0.015014886856079102,0.003648519515991211,1.0,,1.0,"{'model__C': 1.0, 'model__class_weight': None, 'model__l1_ratio': 1.0}",0.4470831967047352,0.4039191946176607,0.42550119566119793,0.021582001043537247,3,0.47885671366473126,0.511072011432665,0.49496436254869813,0.016107648883966874
4.574160099029541,0.47651004791259766,0.01736152172088623,0.0037468671798706055,1.0,balanced,0.0,"{'model__C': 1.0, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.0}",0.4310045926103823,0.33252310527766216,0.38176384894402227,0.04924074366636008,10,0.4203515942369887,0.4185397263176094,0.419445660277299,0.0009059339596896587
6.160964131355286,0.6615442037582397,0.012949705123901367,0.0002484321594238281,1.0,balanced,1.0,"{'model__C': 1.0, 'model__class_weight': 'balanced', 'model__l1_ratio': 1.0}",0.43032155785768833,0.333953172184838,0.38213736502126316,0.048184192836425166,9,0.4206448014506897,0.4204791439424448,0.42056197269656725,8.282875412246593e-05
