feature_idx,feature_name,tree_importance,minimum_depth,used_in_tree,normalized_tree_importance,rank_tree_importance
80,ecfp4_bit_80,0.07286103913150253,0.0,True,0.07286103913150253,1
726,ecfp4_bit_726,0.03675721773608482,1.0,True,0.03675721773608482,2
175,ecfp4_bit_175,0.02644763494290585,1.0,True,0.02644763494290585,3
842,ecfp4_bit_842,0.024901912091446973,2.0,True,0.024901912091446973,4
350,ecfp4_bit_350,0.021119419250171658,3.0,True,0.021119419250171658,5
4,ecfp4_bit_4,0.02076726105169411,9.0,True,0.02076726105169411,6
114,ecfp4_bit_114,0.02069585824069834,6.0,True,0.02069585824069834,7
358,ecfp4_bit_358,0.014957743065525593,10.0,True,0.014957743065525593,8
480,ecfp4_bit_480,0.01485819426515352,4.0,True,0.01485819426515352,9
954,ecfp4_bit_954,0.0144823249743906,11.0,True,0.0144823249743906,10
875,ecfp4_bit_875,0.01378270212321913,5.0,True,0.01378270212321913,11
456,ecfp4_bit_456,0.013342902735932478,4.0,True,0.013342902735932478,12
594,ecfp4_bit_594,0.01332128312723105,7.0,True,0.01332128312723105,13
142,ecfp4_bit_142,0.012774973160269772,7.0,True,0.012774973160269772,14
656,ecfp4_bit_656,0.012421455610079998,8.0,True,0.012421455610079998,15
893,ecfp4_bit_893,0.012236458072088665,5.0,True,0.012236458072088665,16
428,ecfp4_bit_428,0.012164553583193143,5.0,True,0.012164553583193143,17
512,ecfp4_bit_512,0.011901168791096867,2.0,True,0.011901168791096867,18
827,ecfp4_bit_827,0.011281740263467238,7.0,True,0.011281740263467238,19
807,ecfp4_bit_807,0.010869996265071227,7.0,True,0.010869996265071227,20
974,ecfp4_bit_974,0.01060171285189546,9.0,True,0.01060171285189546,21
672,ecfp4_bit_672,0.010268326861129629,3.0,True,0.010268326861129629,22
64,ecfp4_bit_64,0.009920508707784595,9.0,True,0.009920508707784595,23
585,ecfp4_bit_585,0.009725525565072122,10.0,True,0.009725525565072122,24
191,ecfp4_bit_191,0.00967653527754177,4.0,True,0.00967653527754177,25
320,ecfp4_bit_320,0.009588680360005514,3.0,True,0.009588680360005514,26
718,ecfp4_bit_718,0.009512948361522578,7.0,True,0.009512948361522578,27
824,ecfp4_bit_824,0.00931079513319358,4.0,True,0.00931079513319358,28
413,ecfp4_bit_413,0.008973999542695767,12.0,True,0.008973999542695767,29
216,ecfp4_bit_216,0.008778891604087855,8.0,True,0.008778891604087855,30
588,ecfp4_bit_588,0.008592381967473755,6.0,True,0.008592381967473755,31
14,ecfp4_bit_14,0.008311144008326167,11.0,True,0.008311144008326167,32
729,ecfp4_bit_729,0.008243407874014575,5.0,True,0.008243407874014575,33
511,ecfp4_bit_511,0.008128458556201546,6.0,True,0.008128458556201546,34
283,ecfp4_bit_283,0.00800856028313435,11.0,True,0.00800856028313435,35
138,ecfp4_bit_138,0.007995739210304746,12.0,True,0.007995739210304746,36
847,ecfp4_bit_847,0.007792913346002959,9.0,True,0.007792913346002959,37
287,ecfp4_bit_287,0.007765101196151828,3.0,True,0.007765101196151828,38
674,ecfp4_bit_674,0.007500135934702452,7.0,True,0.007500135934702452,39
236,ecfp4_bit_236,0.007457440415184001,14.0,True,0.007457440415184001,40
922,ecfp4_bit_922,0.007397577770052647,8.0,True,0.007397577770052647,41
104,ecfp4_bit_104,0.007396809304449413,10.0,True,0.007396809304449413,42
739,ecfp4_bit_739,0.007286962949300296,7.0,True,0.007286962949300296,43
248,ecfp4_bit_248,0.007208319864874815,8.0,True,0.007208319864874815,44
926,ecfp4_bit_926,0.007202140685225974,3.0,True,0.007202140685225974,45
745,ecfp4_bit_745,0.007159634474785336,11.0,True,0.007159634474785336,46
240,ecfp4_bit_240,0.007111005152159615,9.0,True,0.007111005152159615,47
777,ecfp4_bit_777,0.007069616261812696,13.0,True,0.007069616261812696,48
346,ecfp4_bit_346,0.007067808567930306,8.0,True,0.007067808567930306,49
84,ecfp4_bit_84,0.007062816977597596,10.0,True,0.007062816977597596,50
234,ecfp4_bit_234,0.006886444277605437,12.0,True,0.006886444277605437,51
277,ecfp4_bit_277,0.006571588665100843,7.0,True,0.006571588665100843,52
416,ecfp4_bit_416,0.006562423944183629,7.0,True,0.006562423944183629,53
659,ecfp4_bit_659,0.006554185146659951,6.0,True,0.006554185146659951,54
270,ecfp4_bit_270,0.006424677683980779,9.0,True,0.006424677683980779,55
367,ecfp4_bit_367,0.006349585133944804,4.0,True,0.006349585133944804,56
457,ecfp4_bit_457,0.006262802325237928,14.0,True,0.006262802325237928,57
155,ecfp4_bit_155,0.0062041886018497664,6.0,True,0.0062041886018497664,58
518,ecfp4_bit_518,0.0061198662812651655,8.0,True,0.0061198662812651655,59
929,ecfp4_bit_929,0.006100043142630431,7.0,True,0.006100043142630431,60
196,ecfp4_bit_196,0.0060263510343083635,5.0,True,0.0060263510343083635,61
815,ecfp4_bit_815,0.005878254966635467,11.0,True,0.005878254966635467,62
982,ecfp4_bit_982,0.005839255431508748,6.0,True,0.005839255431508748,63
386,ecfp4_bit_386,0.005807894789057427,9.0,True,0.005807894789057427,64
664,ecfp4_bit_664,0.005807894789057427,12.0,True,0.005807894789057427,65
919,ecfp4_bit_919,0.0055262991731847,13.0,True,0.0055262991731847,66
711,ecfp4_bit_711,0.00551934910990171,12.0,True,0.00551934910990171,67
699,ecfp4_bit_699,0.0055173354987975536,8.0,True,0.0055173354987975536,68
77,ecfp4_bit_77,0.005493476791889025,9.0,True,0.005493476791889025,69
389,ecfp4_bit_389,0.005452899674833343,13.0,True,0.005452899674833343,70
59,ecfp4_bit_59,0.005286911339654815,7.0,True,0.005286911339654815,71
122,ecfp4_bit_122,0.00528347668609025,8.0,True,0.00528347668609025,72
956,ecfp4_bit_956,0.00520679602893352,11.0,True,0.00520679602893352,73
838,ecfp4_bit_838,0.00514902765125874,5.0,True,0.00514902765125874,74
33,ecfp4_bit_33,0.0051327462769942545,9.0,True,0.0051327462769942545,75
604,ecfp4_bit_604,0.00512434777427772,3.0,True,0.00512434777427772,76
831,ecfp4_bit_831,0.005079877932516787,10.0,True,0.005079877932516787,77
966,ecfp4_bit_966,0.005009660603531843,10.0,True,0.005009660603531843,78
281,ecfp4_bit_281,0.004999260351022476,2.0,True,0.004999260351022476,79
301,ecfp4_bit_301,0.004900416101846333,11.0,True,0.004900416101846333,80
255,ecfp4_bit_255,0.00488795268323047,11.0,True,0.00488795268323047,81
881,ecfp4_bit_881,0.004829064808328294,11.0,True,0.004829064808328294,82
247,ecfp4_bit_247,0.004691588553547302,11.0,True,0.004691588553547302,83
53,ecfp4_bit_53,0.00468831998994095,10.0,True,0.00468831998994095,84
707,ecfp4_bit_707,0.00467335333311936,6.0,True,0.00467335333311936,85
419,ecfp4_bit_419,0.0045407491160126025,6.0,True,0.0045407491160126025,86
755,ecfp4_bit_755,0.004469196249456554,14.0,True,0.004469196249456554,87
366,ecfp4_bit_366,0.004441157618715922,10.0,True,0.004441157618715922,88
946,ecfp4_bit_946,0.004400108390123071,11.0,True,0.004400108390123071,89
272,ecfp4_bit_272,0.0043936146644779385,8.0,True,0.0043936146644779385,90
637,ecfp4_bit_637,0.004279453647619163,10.0,True,0.004279453647619163,91
712,ecfp4_bit_712,0.00420162825697502,5.0,True,0.00420162825697502,92
378,ecfp4_bit_378,0.004001550266710854,8.0,True,0.004001550266710854,93
910,ecfp4_bit_910,0.0039136749783908065,5.0,True,0.0039136749783908065,94
998,ecfp4_bit_998,0.0038461499966602076,8.0,True,0.0038461499966602076,95
385,ecfp4_bit_385,0.003569850493341381,9.0,True,0.003569850493341381,96
980,ecfp4_bit_980,0.0035597862238214285,12.0,True,0.0035597862238214285,97
57,ecfp4_bit_57,0.0035517938807894454,9.0,True,0.0035517938807894454,98
754,ecfp4_bit_754,0.0035102621236232684,13.0,True,0.0035102621236232684,99
1014,ecfp4_bit_1014,0.0034851705971328814,4.0,True,0.0034851705971328814,100
515,ecfp4_bit_515,0.0034851705971328814,8.0,True,0.0034851705971328814,101
813,ecfp4_bit_813,0.0034729952885842537,9.0,True,0.0034729952885842537,102
140,ecfp4_bit_140,0.003234977881233902,5.0,True,0.003234977881233902,103
1004,ecfp4_bit_1004,0.0031781328179718072,4.0,True,0.0031781328179718072,104
841,ecfp4_bit_841,0.0031209602455296334,8.0,True,0.0031209602455296334,105
43,ecfp4_bit_43,0.003107052961292933,4.0,True,0.003107052961292933,106
709,ecfp4_bit_709,0.0030537856322486513,4.0,True,0.0030537856322486513,107
167,ecfp4_bit_167,0.0030206151904487153,14.0,True,0.0030206151904487153,108
458,ecfp4_bit_458,0.003002366183090991,13.0,True,0.003002366183090991,109
119,ecfp4_bit_119,0.002984094105177168,3.0,True,0.002984094105177168,110
289,ecfp4_bit_289,0.002976869523409305,12.0,True,0.002976869523409305,111
221,ecfp4_bit_221,0.002951735858607661,12.0,True,0.002951735858607661,112
713,ecfp4_bit_713,0.002936690292024203,12.0,True,0.002936690292024203,113
673,ecfp4_bit_673,0.0028968498401735457,8.0,True,0.0028968498401735457,114
232,ecfp4_bit_232,0.002889800794898713,14.0,True,0.002889800794898713,115
82,ecfp4_bit_82,0.002876329367266872,10.0,True,0.002876329367266872,116
738,ecfp4_bit_738,0.0028441576841279743,7.0,True,0.0028441576841279743,117
369,ecfp4_bit_369,0.0028441576841279743,9.0,True,0.0028441576841279743,118
744,ecfp4_bit_744,0.0028441576841279743,10.0,True,0.0028441576841279743,119
213,ecfp4_bit_213,0.0028441576841279743,13.0,True,0.0028441576841279743,120
489,ecfp4_bit_489,0.00284008195825962,12.0,True,0.00284008195825962,121
112,ecfp4_bit_112,0.002708131367772466,6.0,True,0.002708131367772466,122
845,ecfp4_bit_845,0.0026327592828448722,5.0,True,0.0026327592828448722,123
314,ecfp4_bit_314,0.002619645807632774,7.0,True,0.002619645807632774,124
375,ecfp4_bit_375,0.0026111137792872332,12.0,True,0.0026111137792872332,125
902,ecfp4_bit_902,0.002511916524004331,7.0,True,0.002511916524004331,126
250,ecfp4_bit_250,0.002411281867414674,5.0,True,0.002411281867414674,127
